num_col,flux,volume,modele,ss_quart,commune,coord_x,coord_y,adresse,filling_level,hour_filling
V_0278,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,768263.024,6282924.188,22 R GEORGES DENIZOT,5.77777778,20260213132003
BD_0337,Biodéchets,0.24,Abri_bac,Aiguelongue,MONTPELLIER,,,329 Rue Des Cétoines,,
TSe_9068,Tri sélectif,4,Enterré,Port Marianne,MONTPELLIER,772867.6145,6277898.3767,9999 ALL SOEUR EMMANUELLE,,
BD_0435,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,6 rue etienne dantoine,,
V_0272,Verre,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,768019.6352,6282041.1813,501 R PROFESSEURS TRUC,24.88888889,20260213132003
V_1140,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,773741.1353,6280772.8608,30 RUE DIDIER DAURAT,,
TS_0366,Tri sélectif,3,Aérien,Sans objet hors Montpellier,COURNONTERRAL,757352.0286,6273316.0671,14 CHE DES PEYROULES,,
V_0560,Verre,3,Aérien,Sans objet hors Montpellier,FABREGUES,761783.2298,6271278.7828,363 MANTE,,
OM_0134,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,FABREGUES,764181.6798,6273540.7849,14 AVENUE CHARLES DE GAULLE,,
V_0441,Verre,3,Aérien,Lemasson,MONTPELLIER,770015.8122,6277507.2967,954 AV DE VILLENEUVE ANGOULEME,32.33333333,20260213132003
TSe_9043,Tri sélectif,4,Enterré,Hôpitaux-Facultés,MONTPELLIER,767251.2734,6282045.8073,18 AV AGLAE ADANSON,,
OMe_0117,Ordures ménagères,5,Enterré,Port Marianne,MONTPELLIER,772863.0745,6278086.0861,168 R AUNG SAN SUU KYI,,
OM_0005,Ordures ménagères,4,Aérien,Grammont,MONTPELLIER,,,3192 AVENUE ALBERT EINSTEIN,,
V_0954,Verre,3,Aérien,Millénaire,MONTPELLIER,773166.4044,6279626.5385,350 R LEONARD DE VINCI,32.11111111,20260213132003
TS_0193,Tri sélectif,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,769591.2407,6269791.2241,2 R DE L OREE DU LITTORAL,,
OM_0111,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,LATTES,773860.9572,6277020.332,692 ROUTE DE CARNON,,
TS_0663,Tri sélectif,3,Aérien,Antigone,MONTPELLIER,772283.515,6279357.2547,45 AV DU PIREE,,
V_0505,Verre,3,Aérien,Millénaire,MONTPELLIER,773669.1963,6279628.1971,270 R GUGLIELMO MARCONI,,
TS_0960,Tri sélectif,3,Aérien,La Paillade,MONTPELLIER,,,37 RUE DES PLANETES,,
TS_0172,Tri sélectif,3,Aérien,Sans objet hors Montpellier,SAINT-DREZERY,778949.4802,6293241.5987,2 AV CROIX DE MOUNIE,,
TS_0572,Tri sélectif,3,Aérien,Alco,MONTPELLIER,767537.4256,6280337.3095,1 COUR DU PETIT PARC,,
V_0348,Verre,3,Aérien,Celleneuve,MONTPELLIER,767158.1015,6280251.064,30 R DES AVELANIERS,30.88888889,20260213132003
BD_0408,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,GRABELS,,,12 Ancien Chemin de Montpellier,,
TS_0846,Tri sélectif,3,Aérien,La Pompignane,MONTPELLIER,772451.6,6280551.1114,1603 AV DE LA POMPIGNANE,,
OMe_0047,Ordures ménagères,3,Enterré,Comédie,MONTPELLIER,770836.8862,6279379.8048,1 R DRAPERIE ROUGE,,
V_0316,Verre,3,Aérien,La Chamberte,MONTPELLIER,767969.3443,6279144.2703,59 AV DE LA COLLINE,43.33333333,20260213132003
V_0175,Verre,3,Aérien,Sans objet hors Montpellier,LE CRES,775676.4474,6284652.2152,2 IMP RAVEL,,
TS_0091,Tri sélectif,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,767337.0042,6283010.1995,13 R DU CADUCEE,,
TS_0671,Tri sélectif,3,Aérien,Aiguelongue,MONTPELLIER,770888.1786,6281545.9569,1024 R DU PIOCH DE BOUTONNET,,
V_0737,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-GEORGES-D'ORQUES,762502.6972,6280042.5224,500 R DU RESERVOIR,2.55555556,20260213132003
OM_0030,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,768161.0088,6275506.8511,3 RUE JOSEPH CUGNOT,,
TS_0238,Tri sélectif,4,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,774332.2775,6283139.5419,565 AVENUE BLAISE PASCAL,,
TS_0413,Tri sélectif,3,Aérien,Prés d'Arènes,MONTPELLIER,770947.8567,6277734.8939,131 AV DES PRES D ARENES,,
V_0526,Verre,3,Aérien,La Pompignane,MONTPELLIER,772547.8273,6279607.3676,662 AV DE LA POMPIGNANE,23.22222222,20260213132003
TS_0950,Tri sélectif,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,769578.6056,6282153.1632,532 AVENUE DU PROFESSEUR EMILE JEANBRAU,,
TSe_9036,Tri sélectif,5,Enterré,Croix d'Argent,MONTPELLIER,769239.8696,6276376.3122,130 AV DES BERGAMOTES,,
V_0660,Verre,3,Aérien,Plan des 4 Seigneurs,MONTPELLIER,768935.1279,6282982.7006,379 R DES QUATRE VENTS,86.44444444,20260213132003
Ve_0164,Verre,3,Enterré,Sans objet hors Montpellier,LATTES,772946.2945,6274997.735,1 RUE DES JONQUILLES,,
V_0596,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-DREZERY,778938.5161,6293265.7234,2 AV CROIX DE MOUNIE,,
V_0504,Verre,3,Aérien,Port Marianne,MONTPELLIER,774015.0156,6278618.4609,1150 RTE DE VAUGUIERES,33.11111111,20260213132003
V_0929,Verre,3,Aérien,Gares,MONTPELLIER,771367.7602,6278556.3944,40 R DES AIGUERELLES,11.33333333,20260213132003
V_0918,Verre,3,Aérien,Estanove,MONTPELLIER,769251.4887,6277344.7602,3 R DES BOUGAINVILLIERS,18.33333333,20260213132003
TS_0046,Tri sélectif,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,768593.1035,6281146.3847,1814 AV DU PERE SOULAS,,
Ve_0132,Verre,4,Enterré,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,767569.6962,6275503.2322,37 IMP DES CLARINES,,
OMe_0116,Ordures ménagères,3,Enterré,Les Arceaux,MONTPELLIER,769892.9188,6279321.5571,1 R JACQUES DRAPARNAUD,,
OM_0146,Ordures ménagères,4,Aérien,Figuerolles,MONTPELLIER,,,1 PLACE FRANCOIS MAYNARD,,
BD_0259,Biodéchets,"0,24",Abri_bac,Port Marianne,MONTPELLIER,772520.5142,6278918.1635,1 rue vendémiaire ( l'arbre blanc ),,
Ve_0157,Verre,3,Enterré,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,774240.145,6280559.2185,9999 ALL ISAAC NEWTON,,
BD_0349,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,PRADES-LE-LEZ,,,646 ROUTE DE SAINT VINCENT,,
V_1090,Verre,3,Aérien,Sans objet hors Montpellier,PIGNAN,760894.1929,6274883.3755,0 LES MOLIERES,,
TS_0074,Tri sélectif,3,Aérien,Hôpitaux-Facultés,MONTPELLIER,768226.2808,6282758.2946,26 R RENE ETIEMBLE,,
V_0664,Verre,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,770016.9916,6270515.4076,59 LA CAPOUILLERE,20.11111111,20260213132003
TS_0194,Tri sélectif,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,767641.5553,6269812.6395,9001 DOM DE LA MAGDELEINE,,
OM_0103,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,LATTES,771066.9501,6274161.3198,55 RUE RONDELET,,
BD_0268,Biodéchets,"0,24",Abri_bac,Port Marianne,MONTPELLIER,772209.3575,6278334.627,557 rue du Moulin des 7 Cans,,
TS_0673,Tri sélectif,3,Aérien,Celleneuve,MONTPELLIER,766062.4512,6279912.8275,70 IMP DU POINT DU JOUR,,
BD_0114,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,LE CRES,775804.4732,6285151.6479,1 IMPASSE MARIE CURIE,,
V_0501,Verre,3,Aérien,Port Marianne,MONTPELLIER,773696.7405,6279131.1378,41 R LE TITIEN,30.44444444,20260213132003
V_0020,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,774109.2633,6282406.3427,500 RES LES MANDROUS,,
V_0359,Verre,3,Aérien,Port Marianne,MONTPELLIER,772950.0677,6279344.4115,544 R FRA ANGELICO,94.55555556,20260213132003
V_0657,Verre,3,Aérien,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,767593.9981,6272876.558,5152 LE PONT DE VILLENEUVE,4.66666667,20260213132003
BD_0361,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,18 Rue du Mail,,
OM_0089,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,CASTRIES,778483.2823,6286638.4539,414 RUE DE LA BANDIDO,,
BD_0157,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,VENDARGUES,778591.0213,6284294.0346,10 RUE JEAN BAPTISTE CHARCOT,,
TS_0358,Tri sélectif,3,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,766661.4019,6275145.884,1 R DE LA GARE,,
V_1142,Verre,3,Aérien,La Paillade,MONTPELLIER,766325.0996,6280814.4624,25 RUE PHILIPPE NOIRET,23.77777778,20260213132003
V_0039,Verre,3,Aérien,Sans objet - Hors Montpellier,CASTRIES,779530.5985,6286907.2786,25 TER AVENUE DU 8 MAI 1945,22.33333333,20260213132003
TSe_0075,Tri sélectif,5,Enterré,Sans objet - Hors Montpellier,CASTRIES,779063.3004,6286656.8842,47 RUE DES LAVANDIERES,,
Ve_0030,Verre,4,Enterré,Sans objet hors Montpellier,LATTES,773140.4183,6275023.1367,805 AV DE MONTPELLIER,,
BD_0111,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,LE CRES,776039.8702,6284708.5841,17 PLACE TERRE DEL REY,,
OMe_0166,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,JUVIGNAC,763714.7019,6280478.8123,254 AV DE KALKAR,,
V_0520,Verre,3,Aérien,La Pompignane,MONTPELLIER,772774.5149,6280553.228,126 R LOUISE MICHEL,3.88888889,20260213132003
TS_0264,Tri sélectif,4,Aérien,La Pompignane,MONTPELLIER,772728.9974,6279557.6136,141 R DE LA VIEILLE POSTE,,
BD_0143,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,VENDARGUES,779133.1624,6284907.0155,46 RUE DE LA CADOULE,,
BD_0127,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,RESTINCLIERES,783276.0029,6292560.3694,17 Lotissement Résidence le Mistral,,
TSe_0025,Tri sélectif,5,Enterré,Sans objet hors Montpellier,BAILLARGUES,781784.0398,6285009.188,5 R DE LA REPUBLIQUE,,
BD_0417,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,GRABELS,,,91 Rue de la Valsière ( bella ronda ),,
BD_0195,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,PRADES-LE-LEZ,,,256 Chemin Des Mazes,,
V_0825,Verre,3,Aérien,Comédie,MONTPELLIER,770944.5096,6279095.0674,8 PLACE MOLIERE,,
BD_0422,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,230 Route de Nîmes,,
V_0036,Verre,3,Aérien,Sans objet hors Montpellier,CASTRIES,779709.8127,6286741.5704,1 R DE L ENCLOS JOUVENEL,,
BD_0483,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,300 Rue Henri Dunant,,
V_0052,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,768753.0041,6275207.4901,271 R THEOPHRASTE RENAUDOT,11.66666667,20260213132003
V_0793,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,774751.2618,6283288.771,40 R DES GLADIATEURS,,
TS_0848,Tri sélectif,3,Aérien,Les Beaux-Arts,MONTPELLIER,771061.3114,6280130.2752,25 R PROUDHON,,
TS_0955,Tri sélectif,4,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,768801.5814,6275549.4957,2 RUE DU FER A CHEVAL,,
OM_0004,Ordures ménagères,4,Aérien,La Paillade,MONTPELLIER,,,51 RUE DE L ALBIGEOIS,,
BD_0323,Biodéchets,0.24,Abri_bac,Boutonnet,MONTPELLIER,,,9 Avenue Charles Flahault,,
Ve_0145,Verre,4,Enterré,Aiguerelles,MONTPELLIER,772412.0193,6277999.9667,9999 ALL DES ERABLES DE MONTPELLIER,,
TS_0370,Tri sélectif,3,Aérien,Sans objet hors Montpellier,JUVIGNAC,765973.4718,6279804.0324,6 R DE L EGLISE,,
OMe_0161,Ordures ménagères,5,Enterré,Boutonnet,MONTPELLIER,770055.9043,6280493.1929,1 R DE L ECOLE NORMALE,,
V_0859,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,772649.6838,6275431.1278,59 R DES CONSULS,,
BD_0255,Biodéchets,"0,24",Abri_bac,Port Marianne,MONTPELLIER,773695.152,6279141.7526,41 rue Le Titien,,
TS_0922,Tri sélectif,3,Aérien,Port Marianne,MONTPELLIER,773004.4921,6279030.8726,101 RUE FRA ANGELICO,,
OMe_0078,Ordures ménagères,5,Enterré,Croix d'Argent,MONTPELLIER,769986.1957,6276945.352,16 R FRANCOISE DOLTO,,
BD_0104,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,LE CRES,775599.2446,6283947.5509,6 RUE DU BOULODROME,,
BD_0456,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,171 chemin du sablassou,,
TSe_0119,Tri sélectif,5,Enterré,Sans objet hors Montpellier,SAINT-GEORGES-D'ORQUES,763270.0483,6279115.5207,8 AV DES JARDINS,,
BD_0042,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,COURNONTERRAL,757663.6293,6273107.7852,6 AVENUE DU HUIT MAI 1945,,
V_0407,Verre,3,Aérien,Boutonnet,MONTPELLIER,769935.6828,6279802.4411,20 AV D ASSAS,19.11111111,20260213132003
V_0827,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,767095.0326,6276529.9714,1 ALL JOSEPH CAMBON,32.55555556,20260213132003
V_1143,Verre,3,Aérien,Sans objet hors Montpellier,MONTFERRIER-SUR-LEZ,769022.618,6285786.0966,37 CHE DE LA QUALITE,99.11111111,20260213132003
TS_0085,Tri sélectif,3,Aérien,Aiguelongue,MONTPELLIER,770996.689,6282314.0523,1084 R DE L AIGUELONGUE,,
V_0652,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,770261.0538,6274475.5383,9119 LE TINAL,7.22222222,20260213132003
TSe_0090,Tri sélectif,5,Enterré,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,767568.1919,6275502.0284,37 IMP DES CLARINES,,
V_1096,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,773214.9969,6283372.4602,518 CHE DES GENEVRIERS,,
BD_0348,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,PRADES-LE-LEZ,,,550 ROUTE DE MENDE,,
Ve_0076,Verre,4,Enterré,Croix d'Argent,MONTPELLIER,769251.464,6276277.5149,728 AV DE LA REGLISSE,,
BD_0413,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,GRABELS,,,impasse du mas d'Armand,,
V_0763,Verre,3,Aérien,Pas du Loup,MONTPELLIER,768041.7827,6277683.8666,11 R JACQUES MONOD,82.33333333,20260213132003
TSe_0142,Tri sélectif,4,Enterré,Aiguerelles,MONTPELLIER,772415.7438,6277996.3387,9999 ALL DES ERABLES DE MONTPELLIER,,
TS_0260,Tri sélectif,4,Aérien,Sans objet hors Montpellier,PEROLS,775609.9104,6276333.5571,265 RUE ALFRED SAUVY,,
V_0171,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,774042.9004,6283359.231,770 ZA LA GARRIGUE,,
OMe_0192,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,BAILLARGUES,782404.2078,6285182.3475,296 RTE IMPERIALE,,
TS_0216,Tri sélectif,3,Aérien,Sans objet hors Montpellier,SAINT-GEORGES-D'ORQUES,763308.9723,6279946.005,2 IMPASSE DES CABANES,,
TS_0627,Tri sélectif,3,Aérien,Les Hauts de Massane,MONTPELLIER,765888.5709,6282841.9251,128 R LOUIS PERGAUD,,
OM_0164,Ordures ménagères,3,Aérien,La Paillade,MONTPELLIER,,,21 RUE DES PLANETES,,
Ve_0037,Verre,4,Enterré,Port Marianne,MONTPELLIER,772681.9824,6278379.1786,66 R DE CHIO,,
OMe_0099,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,PEROLS,775869.8197,6274993.9022,145 CHE DE LA GARRIGUE,,
V_1079,Verre,3,Aérien,Sans objet hors Montpellier,PRADES-LE-LEZ,769249.2257,6289507.1806,9094 ALL DES PLATANES,42.33333333,20260213132003
OMe_0181,Ordures ménagères,5,Enterré,Estanove,MONTPELLIER,769565.338,6278541.4966,40 ALL LEONOR FINI,,
V_1032,Verre,3,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,772671.3098,6281108.8778,18 CHE DU MAS DE ROCHET,,
TS_0213,Tri sélectif,3,Aérien,La Martelle,MONTPELLIER,767644.0367,6278713.6378,480 R ANDRE MARIE AMPERE,,
V_0244,Verre,3,Aérien,Aiguelongue,MONTPELLIER,770497.5433,6282104.4293,211 R DU MOULIN DE GASCONNET,98,20260213132003
TS_0352,Tri sélectif,3,Aérien,Sans objet hors Montpellier,SAUSSAN,762158.5474,6274865.7299,2 R DE LA GARDIOLE,,
BD_0200,Biodéchets,"0,24",Abri_bac,PORT MARIANNE,MONTPELLIER,772880.3907,6278039.2249,69 rue Claude Levi-Strauss,,
TS_0587,Tri sélectif,3,Aérien,La Martelle,MONTPELLIER,767235.5511,6278708.561,940 R DES BOUISSES,,
TS_0649,Tri sélectif,3,Aérien,Sans objet hors Montpellier,SAINT-BRES,782712.6605,6286637.9382,5973 CAMP DES PLOUMS,,
BD_0368,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,Rue des Genêts,,
OM_0041,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,JACOU,772594.6065,6284652.1642,2 RUE DES FRERES LUMIERE,,
TS_0133,Tri sélectif,3,Aérien,Estanove,MONTPELLIER,768984.3462,6278252.6443,327 R DU LAVANDIN,,
BD_0093,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,JACOU,774374.3536,6285499.5753,6 CHEMIN DE LA FABRIQUE,,
TS_0934,Tri sélectif,3,Aérien,Les Aubes,MONTPELLIER,772232.4512,6280798.6811,29 RUE DES PERDIGALS,,
BD_0296,Biodéchets,"0,24",Abri_bac,Les Beaux-Arts,MONTPELLIER,,,1270 Avenue de la Justice de Castelnau,,
TS_0869,Tri sélectif,3,Aérien,La Chamberte,MONTPELLIER,768341.2017,6278674.5115,691 R DE LA CROIX DE FIGUEROLLES,,
V_0132,Verre,3,Aérien,Sans objet hors Montpellier,JUVIGNAC,764870.6617,6282005.1549,111 AV DES HAUTS DE FONTCAUDE,22,20260213132003
V_0986,Verre,3,Aérien,Croix d'Argent,MONTPELLIER,770418.9829,6276868.4796,25 R DES PASSERINES,22.11111111,20260213132003
V_0284,Verre,3,Aérien,Estanove,MONTPELLIER,768986.7799,6278251.8492,327 R DU LAVANDIN,26.66666667,20260213132003
OM_0145,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,CASTELNAU-LE-LEZ,774807.3686,6282460.8222,230 AVENUE DE L AUBE ROUGE,,
BD_0211,Biodéchets,0.24,Abri_bac,ANTIGONE,MONTPELLIER,,,15 Rue d'Epidaure,,
V_0850,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-GEORGES-D'ORQUES,762513.1833,6279367.6006,18 R DE LA CADELLE,7.33333333,20260213132003
V_0818,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-GENIES-DES-MOURGUES,782749.2265,6288866.2092,155 R DU STADE,,
V_0388,Verre,3,Aérien,Boutonnet,MONTPELLIER,770256.0963,6281255.398,37 AV DE LA JUSTICE DE CASTELNAU,17.33333333,20260213132003
V_0753,Verre,3,Aérien,Port Marianne,MONTPELLIER,774312.0223,6278663.0172,80 RUE ACHILLE,,
BD_0355,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LATTES,,,379 Rue Des Jonquilles,,
Ve_0055,Verre,4,Enterré,Sans objet hors Montpellier,VILLENEUVE-LES-MAGUELONE,768336.3606,6273032.1967,26 R DES GENETS,,
V_0294,Verre,3,Aérien,Les Cévennes,MONTPELLIER,768984.2602,6279500.0382,11 R DE CLEMENTVILLE,6,20260213132003
BD_0013,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,SAINT-DREZERY,779485.7607,6293426.1421,31 AV DU BERANGE,,
OMe_0206,Ordures ménagères,3,Enterré,Gambetta,MONTPELLIER,,,,,
V_0751,Verre,3,Aérien,Croix d'Argent,MONTPELLIER,769252.0491,6277195.1736,1425 AV DE TOULOUSE,22.77777778,20260213132003
TS_0137,Tri sélectif,3,Aérien,Saint-Martin,MONTPELLIER,771518.3813,6277474.4064,2 R JEAN VACHET,,
V_0743,Verre,3,Aérien,Les Cévennes,MONTPELLIER,767805.3558,6279744.5349,129 AV DE LODEVE,,
TS_0151,Tri sélectif,3,Aérien,Millénaire,MONTPELLIER,773594.4393,6279997.7649,151 R ALFRED NOBEL,,
OM_0147,Ordures ménagères,3,Aérien,Port Marianne,MONTPELLIER,,,136 RUE CLAUDE LEVI STRAUSS,,
VRS_0028,Verre,3,Aérien,Sans objet hors Montpellier,CASTRIES,780475.3591,6286473.1909,5000 LE ROC TOMBE,,
V_0072,Verre,3,Aérien,Sans objet hors Montpellier,COURNONSEC,756972.674,6272376.269,1 R DE LA VIERGE,95.22222222,20260213132003
OMe_0003,Ordures ménagères,5,Enterré,Sans objet hors Montpellier,CLAPIERS,771707.6724,6284675.5927,3 R DE VENDARGUES,,
TS_0292,Tri sélectif,4,Aérien,Sans objet hors Montpellier,FABREGUES,764317.4418,6273407.7705,300 RUE DES CREISSES,,
V_0781,Verre,3,Aérien,Sans objet hors Montpellier,SAINT-JEAN-DE-VEDAS,767681.0818,6276230.1152,9999 ALL DU TERRAL,6.66666667,20260213132003
TS_0562,Tri sélectif,3,Aérien,Prés d'Arènes,MONTPELLIER,770926.0285,6277460.785,317 R FERDINAND DE LESSEPS,,
V_0926,Verre,3,Aérien,Prés d'Arènes,MONTPELLIER,771069.5417,6276723.7135,269 AV DU MARCHE GARE,,
V_1112,Verre,4,Aérien,Pas du Loup,MONTPELLIER,768300.2122,6277964.6999,521 R DU PAS DU LOUP,22.11111111,20260213132003
TS_0119,Tri sélectif,3,Aérien,Sans objet hors Montpellier,JUVIGNAC,763369.0398,6280794.1995,55 R DE COURPOUYRAN,,
TS_0293,Tri sélectif,4,Aérien,Sans objet hors Montpellier,FABREGUES,763995.0368,6273434.0418,1 AVENUE CHARLES DE GAULLE,,
BD_0444,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,CASTELNAU-LE-LEZ,,,30 rue emile combes,,
V_0621,Verre,3,Aérien,Sans objet hors Montpellier,VENDARGUES,777219.4712,6283883.7034,235 ZA LES PORTES DOMITIENNES,,
OM_0121,Ordures ménagères,4,Aérien,Sans objet hors Montpellier,GRABELS,766747.11,6283290.1926,980 RUE FRANCOIS RANCHIN,,
TS_0059,Tri sélectif,4,Aérien,Sans objet hors Montpellier,NR,776932.0888,6284232.6808,170 RUE DE LA MARBRERIE,,
OM_0007,Ordures ménagères,4,Aérien,Les Hauts de Massane,MONTPELLIER,766428.8137,6282042.8817,1 R DE L ALBIGEOIS,,
TS_0512,Tri sélectif,3,Aérien,La Paillade,MONTPELLIER,766091.0363,6280969.4356,164 R DE SARAGOSSE,,
TS_0559,Tri sélectif,3,Aérien,Port Marianne,MONTPELLIER,772535.1569,6278439.8701,276 AV MARIE DE MONTPELLIER,,
TS_0577,Tri sélectif,3,Aérien,Boutonnet,MONTPELLIER,769910.5416,6280372.8599,2 AV CHARLES FLAHAULT,,
V_0589,Verre,3,Aérien,Sans objet hors Montpellier,RESTINCLIERES,783578.003,6292233.1824,4 RTE DE BEAULIEU,,
OMe_0092,Ordures ménagères,3,Enterré,Sans objet hors Montpellier,PEROLS,776992.7232,6274271.9433,2 PL FOLCO BARONCELLI,,
V_0366,Verre,3,Aérien,Gares,MONTPELLIER,771470.4421,6278986.3993,21 AV DU PONT JUVENAL,,
V_0619,Verre,3,Aérien,Les Cévennes,MONTPELLIER,767924.1303,6279893.3544,235 AV PAUL BRINGUIER,,
V_0086,Verre,3,Aérien,Sans objet hors Montpellier,COURNONTERRAL,758266.7108,6272960.1553,17 ALL DU LAC,,
TS_0111,Tri sélectif,3,Aérien,Les Beaux-Arts,MONTPELLIER,771572.2742,6280402.1315,9 AV DE SAINT LAZARE,,
TS_0315,Tri sélectif,3,Aérien,Sans objet hors Montpellier,SAINT-BRES,783326.7458,6285666.5702,1 IMP DES NOUVELLES ECOLES,,
TS_0966,Tri sélectif,3,Aérien,Port Marianne,MONTPELLIER,,,,,
V_0540,Verre,3,Aérien,Sans objet hors Montpellier,PEROLS,775594.9627,6276340.0808,265 R ALFRED SAUVY,,
V_0136,Verre,3,Aérien,Sans objet hors Montpellier,LATTES,773491.3886,6274576.311,234 AV DE PEROLS,97.77777778,20260213132003
V_0845,Verre,3,Aérien,Sans objet hors Montpellier,MURVIEL-LES-MONTPELLIER,759671.2543,6278405.8345,15 LOT LE CLOS DES PINS,35.55555556,20260213132003
TS_0641,Tri sélectif,3,Aérien,Aiguerelles,MONTPELLIER,772435.0824,6277547.5685,219 R DE SAINT HILAIRE,,
BD_0176,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,MONTFERRIER-SUR-LEZ,,,185 Chemin De La Condamine,,
TS_0637,Tri sélectif,3,Aérien,Les Aubes,MONTPELLIER,772006.3634,6280284.6211,136 R DES PARADISIERS,,
V_0904,Verre,3,Aérien,Sans objet hors Montpellier,VENDARGUES,778493.4146,6284706.9379,1 IMP DES COTEAUX,,
BD_0151,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,VENDARGUES,778400.5234,6285083.6493,1 RUE DU STADE,,
V_0353,Verre,3,Aérien,La Chamberte,MONTPELLIER,767806.9979,6279162.8243,35 R DU PONT DE LAVERUNE,28.77777778,20260213132003
V_0646,Verre,3,Aérien,Sans objet hors Montpellier,VENDARGUES,778396.4143,6285083.1158,14 R DE LA MONNAIE,99.66666667,20260213132003
BD_0108,Biodéchets,0.24,Abri_bac,Sans objet - Hors Montpellier,LE CRES,776092.9372,6284044.0619,3 R DOMITIENNE,,
TS_0042,Tri sélectif,3,Aérien,Sans objet - Hors Montpellier,MONTFERRIER-SUR-LEZ,769222.3921,6286460.0095,RUE DES TENNIS,,
TS_0647,Tri sélectif,5,Aérien,Les Hauts de Massane,MONTPELLIER,766432.187,6281921.1335,141 R DE L ALBIGEOIS,,
BD_0030,Biodéchets,"0,24",Abri_bac,Sans objet hors Montpellier,BEAULIEU,782528.8119,6291922.0251,"2, RUE REGIS CAMBACERES",,
TS_0141,Tri sélectif,3,Aérien,Aiguerelles,MONTPELLIER,772149.675,6277649.7575,1081 R DE CENTRAYRARGUES,,
